          58           3          74
          58           4          75
          58           5         245
          58           6         269
          58           7         265
          58           8         270
          58           9         271
          59           1          59
          59           2          60
          59           3          75
          59           4          76
          59           5         248
          59           6         272
          59           7         269
          59           8         273
          59           9         274
          60           1          60
          60           2          61
          60           3          76
          60           4          77
          60           5         251
          60           6         275
          60           7         272
          60           8         276
          60           9         277
          61           1          61
          61           2          62
          61           3          77
          61           4          78
          61           5         254
          61           6         278
          61           7         275
          61           8         279
          61           9         280
          62           1          62
          62           2          63
          62           3          78
          62           4          79
          62           5         257
          62           6         281
          62           7         278
          62           8         282
          62           9         283
          63           1          63
          63           2          64
          63           3          79
          63           4          80
          63           5         260
          63           6         284
          63           7         281
          63           8         285
          63           9         286
          64           1          64
          64           2          72
          64           3          80
          64           4          81
          64           5         263
          64           6         287
          64           7         284
          64           8         288
          64           9         289
